dur,proto=tcp,proto=udp,proto=other,service=-,service=http,service=dns,service=other,state=FIN,state=INT,state=other,sbytes,dbytes,rate,sloss,dloss,sjit,djit,swin,stcpb,dtcpb,dwin,smean,dmean,trans_depth,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,label
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,16,16,16,16,16,17,16,1
0.000003,0,1,0,1,0,0,0,0,1,0,104,0,333333.3215,0,0,0,0,0,0,0,0,52,0,0,3,1,1,1,2,3,2,1
0.000004,0,0,1,1,0,0,0,0,1,0,200,0,250000.0006,0,0,0,0,0,0,0,0,100,0,0,8,1,1,1,15,2,8,1
0.98913,1,0,0,0,1,0,0,1,0,0,598,354,17.18682,2,1,6062.02455,240.60025,255,3975239026,110776917,255,60,44,1,5,1,1,1,3,1,3,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,33,17,16,16,33,16,33,1
0.705641,1,0,0,0,0,0,1,1,0,0,364,3754,24.091572,1,3,7723.306006,6401.860725,255,1379379908,2625064503,255,46,375,0,1,2,1,1,2,2,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,24,24,24,11,24,24,24,1
0.000007,0,1,0,0,0,1,0,0,1,0,114,0,142857.1409,0,0,0,0,0,0,0,0,57,0,0,16,16,16,16,16,17,16,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,19,14,14,14,19,14,19,1
0.881461,1,0,0,1,0,0,0,1,0,0,564,354,19.286162,2,1,6027.877646,169.394438,255,1468581333,1851205787,255,56,44,0,2,1,2,1,2,2,1,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,6,3,3,3,6,3,6,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,29,30,29,15,29,29,29,1
1.279335,0,0,1,1,0,0,0,0,1,0,3024,0,21.104714,0,0,52.644211,0,0,0,0,0,108,0,0,1,1,1,1,1,1,1,1
0.000017,0,1,0,0,0,1,0,0,1,0,114,0,58823.52838,0,0,0,0,0,0,0,0,57,0,0,16,17,16,16,16,16,16,1
0.000014,0,0,1,1,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,3,3,3,3,3,3,3,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,10,10,10,7,10,10,10,1
0.000008,0,0,1,1,0,0,0,0,1,0,200,0,125000.0003,0,0,0,0,0,0,0,0,100,0,0,4,1,1,1,4,21,4,1
0.000002,0,1,0,0,0,1,0,0,1,0,114,0,500000.0013,0,0,0,0,0,0,0,0,57,0,0,35,16,15,15,35,15,35,1
0.000008,0,1,0,1,0,0,0,0,1,0,176,0,125000.0003,0,0,0,0,0,0,0,0,88,0,0,12,9,9,1,12,25,12,1
0.000002,0,1,0,0,0,1,0,0,1,0,114,0,500000.0013,0,0,0,0,0,0,0,0,57,0,0,39,28,28,12,39,28,39,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,32,15,15,15,32,16,32,1
1.17928,1,0,0,0,0,0,1,1,0,0,4153,1756,34.766975,8,8,3153.247597,88.778133,255,723435256,3334272908,255,189,88,0,1,1,1,1,1,3,1,1
0.590204,1,0,0,0,0,0,1,1,0,0,364,1504,25.414941,1,2,5914.152734,166.509766,255,3353098333,3615807809,255,46,188,0,1,2,1,1,2,2,1,1
1.586461,0,0,1,1,0,0,0,0,1,0,2858,0,10.715675,0,0,171.851906,0,0,0,0,0,159,0,0,1,1,1,1,1,1,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,22,16,16,16,22,17,22,1
0.462601,1,0,0,0,1,0,0,1,0,0,802,1288,41.072111,2,2,3447.928285,95.111961,255,1112927634,1701847959,255,80,129,1,3,1,1,1,1,1,1,1
0.579095,1,0,0,0,0,0,1,1,0,0,450,3754,32.809815,1,3,4602.901066,3699.43416,255,2922756897,2751035905,255,45,375,0,1,1,1,1,1,2,1,1
1.897112,1,0,0,1,0,0,0,1,0,0,564,354,8.960989,2,1,15081.64338,411.225188,255,870042630,2609455240,255,56,44,0,1,1,1,1,1,2,1,1
0.000008,0,0,1,1,0,0,0,0,1,0,200,0,125000.0003,0,0,0,0,0,0,0,0,100,0,0,3,1,1,1,3,1,3,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,23,11,11,11,23,11,23,1
0.181911,1,0,0,0,1,0,0,1,0,0,950,268,82.457902,2,1,1002.082175,60.434457,255,2809245032,2183535899,255,95,45,1,1,1,1,1,1,1,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,32,32,32,16,32,32,32,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,41,2,2,2,41,2,41,1
0.393081,1,0,0,1,0,0,0,1,0,0,364,268,33.072063,1,1,3425.321507,127.888523,255,2542248234,564640433,255,46,45,0,2,2,2,1,2,2,2,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,36,33,33,16,36,33,36,1
1.135516,1,0,0,1,0,0,0,1,0,0,534,268,13.209853,2,1,7286.580089,382.819969,255,1088448091,353902969,255,53,45,0,3,1,1,1,2,1,2,1
0.000009,0,0,1,1,0,0,0,0,1,0,440,0,111111.1072,0,0,0,0,0,0,0,0,220,0,0,1,1,1,1,2,1,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,28,13,13,13,28,13,28,1
1.078167,0,0,1,1,0,0,0,0,0,1,728,384,4.637501,0,0,508.239375,0,0,0,0,0,182,192,0,1,1,1,1,1,1,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,16,17,16,16,16,16,16,1
1.751343,1,0,0,0,0,0,1,1,0,0,1178,1626,24.552586,7,9,4123.180895,4628.720448,255,3993740776,1951820061,255,54,74,0,1,2,1,1,2,3,1,1
23.564014,0,0,1,1,0,0,0,0,1,0,1280,0,0.806314,0,0,1424.303875,0,0,0,0,0,64,0,0,1,1,1,1,1,1,1,1
0.000001,0,0,1,1,0,0,0,0,1,0,200,0,1000000.003,0,0,0,0,0,0,0,0,100,0,0,2,1,1,1,2,1,2,1
0.000007,0,1,0,0,0,1,0,0,1,0,114,0,142857.1409,0,0,0,0,0,0,0,0,57,0,0,5,5,5,5,5,5,5,1
58.11919,0,0,1,1,0,0,0,0,0,1,17408,0,1.083979,0,0,1042.675,0,0,0,0,0,272,0,0,1,19,1,1,21,20,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,31,7,7,7,31,7,31,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,24,16,16,16,24,16,24,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,7,3,3,3,7,4,7,1
0.000005,0,1,0,0,0,1,0,0,1,0,114,0,200000.0051,0,0,0,0,0,0,0,0,57,0,0,24,17,17,17,24,17,24,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,31,17,16,16,31,16,31,1
0.000002,0,0,1,1,0,0,0,0,1,0,200,0,500000.0013,0,0,0,0,0,0,0,0,100,0,0,6,1,1,1,6,1,6,1
39.977917,0,0,1,1,0,0,0,0,0,1,6264,0,1.425787,0,0,889.305,0,0,0,0,0,108,0,0,1,1,1,1,1,3,1,1
0.000002,0,1,0,1,0,0,0,0,1,0,1064,0,500000.0013,0,0,0,0,0,0,0,0,532,0,0,5,1,2,1,1,2,3,1
0.000004,0,0,1,1,0,0,0,0,1,0,200,0,250000.0006,0,0,0,0,0,0,0,0,100,0,0,2,1,1,1,2,1,2,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,28,11,11,11,28,11,28,1
3.28651,1,0,0,0,1,0,0,1,0,0,222176,1472,62.984747,84,1,2014.503783,124.800648,255,709720955,2049141631,255,1277,43,0,2,2,1,1,1,2,2,1
2.05391,1,0,0,1,0,0,0,1,0,0,12976,3872,33.594461,16,14,2797.308273,72.724547,255,1267121815,1574546858,255,341,121,0,1,1,1,1,1,1,2,1
0.000002,0,0,1,1,0,0,0,0,1,0,200,0,500000.0013,0,0,0,0,0,0,0,0,100,0,0,6,1,1,1,6,1,6,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,6,2,2,2,6,2,6,1
0.494729,1,0,0,0,0,0,1,1,0,0,364,5076,34.362246,1,3,4495.689873,3766.97267,255,3071407108,728602977,255,46,508,0,1,3,1,1,10,4,1,1
0.000006,0,0,1,1,0,0,0,0,1,0,200,0,166666.6608,0,0,0,0,0,0,0,0,100,0,0,9,4,3,3,12,4,9,1
0.000001,0,1,0,0,0,1,0,0,1,0,114,0,1000000.003,0,0,0,0,0,0,0,0,57,0,0,23,11,11,6,23,11,23,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,4,1,1,1,4,1,4,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,15,15,15,15,15,15,15,1
1.325143,0,0,1,1,0,0,0,0,1,0,480,0,5.282449,0,0,422.259813,0,0,0,0,0,60,0,0,2,1,1,1,2,1,2,1
0.000006,0,0,1,1,0,0,0,0,1,0,180,0,166666.6608,0,0,0,0,0,0,0,0,90,0,0,10,9,8,8,10,8,10,1
30.322762,0,0,1,1,0,0,0,0,1,0,18480,0,1.35212,0,0,857.77025,0,0,0,0,0,440,0,0,1,1,1,1,1,2,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,27,16,16,16,28,17,27,1
2.552481,1,0,0,0,1,0,0,1,0,0,772,3548,8.22729,2,3,19596.02757,15078.27197,255,3045157947,2245308149,255,77,296,0,1,1,1,1,1,1,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,18,16,16,16,18,16,18,1
0.58919,1,0,0,0,1,0,0,1,0,0,880,19682,52.614606,2,8,2680.654512,2624.349302,255,2362938943,3270746218,255,73,984,1,1,1,1,1,1,2,1,1
0.846994,1,0,0,0,0,0,1,1,0,0,938,4832,48.406483,7,9,2095.587196,2032.504988,255,3429946567,1612310171,255,47,220,0,1,1,1,1,1,1,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,33,17,17,17,33,17,33,1
0.788778,1,0,0,1,0,0,0,1,0,0,638,354,21.552325,2,1,4404.553446,199.769797,255,1682155280,4230706343,255,64,44,0,6,2,2,2,5,2,5,1
0.000008,0,1,0,1,0,0,0,0,1,0,188,0,125000.0003,0,0,0,0,0,0,0,0,94,0,0,6,2,2,1,6,2,6,1
0.000005,0,0,1,1,0,0,0,0,1,0,200,0,200000.0051,0,0,0,0,0,0,0,0,100,0,0,6,2,2,2,6,3,6,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,3,1,1,1,4,2,3,1
2.501154,1,0,0,1,0,0,0,1,0,0,1016,5838,14.793172,6,8,7921.457333,7172.751672,255,2646797854,3487098172,255,56,292,0,1,1,1,1,1,1,1,1
0.000004,0,1,0,0,0,1,0,0,1,0,114,0,250000.0006,0,0,0,0,0,0,0,0,57,0,0,40,17,16,16,41,17,40,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,5,1,1,1,5,3,5,1
0.000002,0,1,0,0,0,1,0,0,1,0,114,0,500000.0013,0,0,0,0,0,0,0,0,57,0,0,26,11,10,10,27,11,26,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,6,2,2,2,6,2,6,1
0.264647,1,0,0,0,1,0,0,1,0,0,2654,8794,79.350982,2,4,1398.216764,1752.375856,255,2999853501,3300849747,255,265,733,1,1,1,1,1,1,1,1,1
1.281402,1,0,0,0,1,0,0,1,0,0,1966,1354,14.827509,2,2,9637.318802,216.737031,255,1463622462,4000319599,255,197,135,1,1,1,1,1,1,1,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,32,18,18,18,32,18,32,1
0.00001,0,0,1,1,0,0,0,0,1,0,152,0,100000.0025,0,0,0,0,0,0,0,0,76,0,0,1,2,1,1,1,1,1,1
1.2699,1,0,0,1,0,0,0,1,0,0,990,834,16.536736,3,2,7351.978672,194.859594,255,254326759,1702979170,255,83,83,0,8,1,2,1,3,2,3,1
0.694572,1,0,0,1,0,0,0,1,0,0,828,468,27.354977,3,2,3028.202402,109.367766,255,2128216100,1640341443,255,69,59,0,2,1,1,1,1,2,1,1
2.984764,1,0,0,1,0,0,0,1,0,0,924,642,9.045941,5,3,13734.99809,511.403875,255,2051242091,3564224674,255,58,54,0,6,2,1,1,2,2,3,1
0.000004,0,1,0,0,0,1,0,0,1,0,114,0,250000.0006,0,0,0,0,0,0,0,0,57,0,0,42,34,33,17,42,34,42,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,21,11,11,11,21,11,21,1
0.000003,0,1,0,1,0,0,0,0,1,0,196,0,333333.3215,0,0,0,0,0,0,0,0,98,0,0,3,1,1,1,1,1,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,17,25,17,17,17,17,25,1
0.000002,0,1,0,0,0,1,0,0,1,0,114,0,500000.0013,0,0,0,0,0,0,0,0,57,0,0,35,16,15,15,35,15,35,1
0.000001,0,1,0,0,0,1,0,0,1,0,114,0,1000000.003,0,0,0,0,0,0,0,0,57,0,0,18,18,18,11,18,18,18,1
0.563364,1,0,0,1,0,0,0,1,0,0,1076,354,30.175871,2,1,4529.614789,120.704336,255,3756651660,3692182935,255,108,44,0,11,3,3,1,11,3,11,1
0.757921,0,1,0,1,0,0,0,0,0,1,168,112,3.958196,0,0,0,0,0,0,0,0,84,56,0,6,1,1,1,5,2,5,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,31,17,17,17,32,17,31,1
1.115789,0,0,1,1,0,0,0,0,1,0,1890,0,36.745297,0,0,28.648002,0,0,0,0,0,45,0,0,1,1,1,1,1,1,1,1
0.00001,0,0,1,1,0,0,0,0,1,0,200,0,100000.0025,0,0,0,0,0,0,0,0,100,0,0,9,6,4,4,13,6,9,1
0.000001,0,1,0,0,0,1,0,0,1,0,114,0,1000000.003,0,0,0,0,0,0,0,0,57,0,0,28,16,16,16,28,17,28,1
1.304049,1,0,0,1,0,0,0,1,0,0,564,354,13.03632,2,1,8805.0723,169.799078,255,1180706712,3767683104,255,56,44,0,2,1,1,1,1,1,1,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,5,3,3,3,5,3,5,1
0.000009,0,0,1,1,0,0,0,0,1,0,104,0,111111.1072,0,0,0,0,0,0,0,0,52,0,0,1,1,1,1,1,1,1,1
0.861415,1,0,0,0,0,0,1,1,0,0,364,828,17.413209,1,2,7474.753826,201.058641,255,4235406698,1635497886,255,46,104,0,1,1,1,1,1,1,1,1
0.000007,0,1,0,1,0,0,0,0,1,0,168,0,142857.1409,0,0,0,0,0,0,0,0,84,0,0,1,1,1,1,1,1,1,1
0.000001,0,1,0,0,0,1,0,0,1,0,114,0,1000000.003,0,0,0,0,0,0,0,0,57,0,0,18,17,16,16,18,16,18,1
2.06824,1,0,0,0,0,0,1,1,0,0,101908,2342,59.470857,44,8,2010.866478,88.558602,255,1840100090,3956281103,255,1084,78,0,1,11,1,1,1,1,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,33,17,17,17,33,17,33,1
0.905959,1,0,0,0,1,0,0,1,0,0,800,1520,18.764646,2,2,6805.687356,225.970937,255,3723806204,1472628501,255,80,190,1,1,1,1,1,1,1,1,1
0.000011,0,1,0,1,0,0,0,0,1,0,168,0,90909.0902,0,0,0,0,0,0,0,0,84,0,0,1,1,1,1,1,1,1,1
59.270145,0,1,0,0,0,1,0,0,1,0,11536,0,1.872781,0,0,637.515125,0,0,0,0,0,103,0,0,24,8,8,8,8,24,8,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,13,4,4,4,13,6,13,1
0.00001,0,0,1,1,0,0,0,0,1,0,200,0,100000.0025,0,0,0,0,0,0,0,0,100,0,0,3,2,2,2,3,2,3,1
0.000005,0,1,0,0,0,1,0,0,1,0,114,0,200000.0051,0,0,0,0,0,0,0,0,57,0,0,23,21,21,11,23,23,23,1
0.69616,1,0,0,1,0,0,0,1,0,0,564,354,24.419673,2,1,5624.851044,136.670875,255,3398622782,1443922894,255,56,44,0,1,1,1,1,2,1,1,1
0.000008,0,0,1,1,0,0,0,0,1,0,200,0,125000.0003,0,0,0,0,0,0,0,0,100,0,0,8,2,1,1,9,2,8,1
0.684115,1,0,0,1,0,0,0,1,0,0,564,354,24.849624,2,1,5443.539899,139.604203,255,2695000726,4194163578,255,56,44,0,1,1,1,1,1,1,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,45,34,34,16,45,34,45,1
0.423704,1,0,0,1,0,0,0,1,0,0,804,268,35.402073,2,1,3180.669779,143.096656,255,929000591,797842001,255,80,45,0,1,1,1,1,1,1,1,1
0.180712,1,0,0,0,1,0,0,1,0,0,1040,268,83.005003,2,1,1006.698192,54.313547,255,936992367,1646851228,255,104,45,0,1,1,1,1,1,1,1,1
0.000009,0,1,0,1,0,0,0,0,1,0,168,0,111111.1072,0,0,0,0,0,0,0,0,84,0,0,3,1,1,1,1,1,1,1
2.365743,1,0,0,0,0,0,1,1,0,0,24021,1944,24.939312,15,8,4244.441992,123.033852,255,640861709,3885879977,255,667,81,0,1,2,1,1,1,2,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,37,13,13,13,37,13,37,1
5.841404,1,0,0,0,0,0,1,1,0,0,1272,1658,7.703627,7,9,19381.6984,668.155813,255,4009428385,3897842162,255,53,75,0,1,1,1,1,1,1,4,1
0.000004,0,1,0,0,0,1,0,0,1,0,114,0,250000.0006,0,0,0,0,0,0,0,0,57,0,0,30,16,16,16,30,16,30,1
0.418345,1,0,0,0,1,0,0,1,0,0,922,10320,59.759289,2,5,3242.89495,2619.436629,255,739470989,340545332,255,92,645,1,3,1,1,1,3,1,3,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,4,1,1,1,4,1,4,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,28,13,12,12,28,12,28,1
3.445362,1,0,0,0,0,0,1,1,0,0,94503,2364,35.119676,42,8,3899.725621,134.222297,255,3482208839,2708144670,255,1050,74,0,1,1,1,1,1,1,1,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,1,1,1,1,1,2,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,29,18,16,16,30,18,29,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,41,40,39,24,41,39,41,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,6,3,3,3,6,14,6,1
0.000005,0,1,0,0,0,1,0,0,1,0,114,0,200000.0051,0,0,0,0,0,0,0,0,57,0,0,32,31,31,16,32,31,32,1
0.000005,0,0,1,1,0,0,0,0,1,0,200,0,200000.0051,0,0,0,0,0,0,0,0,100,0,0,12,6,5,5,17,6,12,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,4,3,3,3,4,3,4,1
0.000005,0,1,0,1,0,0,0,0,1,0,104,0,200000.0051,0,0,0,0,0,0,0,0,52,0,0,3,2,2,1,3,2,3,1
0.296506,1,0,0,0,1,0,0,1,0,0,954,268,50.589198,2,1,1517.806959,70.535602,255,965792808,353654227,255,95,45,1,2,2,2,2,2,2,2,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,12,4,3,3,16,5,12,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,16,16,16,16,16,17,16,1
3.995614,1,0,0,0,0,0,1,1,0,0,1268,1730,11.762898,7,9,10146.29316,11472.31191,255,2413705972,2014985135,255,53,72,0,1,2,1,1,2,3,1,1
0.00001,0,0,1,1,0,0,0,0,1,0,200,0,100000.0025,0,0,0,0,0,0,0,0,100,0,0,7,3,3,3,7,3,7,1
1.288393,1,0,0,1,0,0,0,1,0,0,1232,806,16.299374,3,2,7139.89692,247.238812,255,2921069979,107017346,255,103,81,0,1,1,1,1,1,1,1,1
1.225577,1,0,0,1,0,0,0,1,0,0,1264,814,17.134786,3,2,6032.742513,186.754484,255,1226291623,1939858890,255,105,81,0,4,2,1,1,3,1,11,1
0.16777,1,0,0,0,1,0,0,1,0,0,840,268,89.408119,2,1,992.040022,47.942062,255,2759651914,1365908329,255,84,45,1,1,1,1,1,1,1,1,1
0.207989,1,0,0,0,1,0,0,1,0,0,1262,268,72.119196,2,1,1145.541948,66.178117,255,2588204636,3073829216,255,126,45,1,1,1,1,1,1,1,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,25,9,9,9,25,9,25,1
1.48249,1,0,0,0,0,0,1,1,0,0,182826,2652,130.186381,75,8,918.297298,44.626375,255,1196233522,237348248,255,1172,70,0,1,1,1,1,1,10,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,30,26,26,13,30,27,30,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,28,16,16,16,28,16,28,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,11,9,9,4,11,9,11,1
1.29891,1,0,0,1,0,0,0,1,0,0,982,354,13.087897,2,1,8525.423705,228.298406,255,2902064676,1502420843,255,98,44,0,2,1,1,1,1,2,1,1
0.000006,0,1,0,0,0,1,0,0,1,0,114,0,166666.6608,0,0,0,0,0,0,0,0,57,0,0,16,16,16,8,16,16,16,1
0.00001,0,0,1,1,0,0,0,0,1,0,200,0,100000.0025,0,0,0,0,0,0,0,0,100,0,0,9,5,4,4,11,5,9,1
0.107679,1,0,0,0,1,0,0,0,0,1,258,86,65.008032,1,1,1436.30227,0,255,211641104,303093141,255,43,43,1,2,9,10,2,21,10,1,1
0.000004,0,1,0,0,0,1,0,0,1,0,114,0,250000.0006,0,0,0,0,0,0,0,0,57,0,0,42,34,33,17,42,34,42,1
0.000005,0,1,0,0,0,1,0,0,1,0,114,0,200000.0051,0,0,0,0,0,0,0,0,57,0,0,36,7,7,7,36,8,36,1
0.000003,0,0,1,1,0,0,0,0,1,0,200,0,333333.3215,0,0,0,0,0,0,0,0,100,0,0,4,2,2,2,4,2,4,1
0.000009,0,1,0,1,0,0,0,0,1,0,280,0,111111.1072,0,0,0,0,0,0,0,0,140,0,0,1,1,1,1,1,1,1,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,30,30,30,15,30,30,30,1
0.000003,0,1,0,1,0,0,0,0,1,0,168,0,333333.3215,0,0,0,0,0,0,0,0,84,0,0,4,3,1,1,4,3,4,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,28,11,11,11,28,12,28,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,19,18,17,17,19,21,19,1
0.913852,1,0,0,1,0,0,0,1,0,0,1652,354,18.602575,2,1,5934.585452,172.226219,255,2433978009,3808813936,255,165,44,0,5,1,1,1,5,1,5,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,31,7,7,7,31,7,31,1
0.00001,0,1,0,1,0,0,0,0,0,1,1026,0,100000.0025,0,0,33568.9,0,0,0,0,0,513,0,0,6,3,3,3,6,4,6,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,6,3,3,3,6,4,6,1
0.000009,0,0,1,1,0,0,0,0,1,0,200,0,111111.1072,0,0,0,0,0,0,0,0,100,0,0,7,3,3,3,7,4,7,1
0.658306,1,0,0,1,0,0,0,1,0,0,47672,526,80.509671,18,1,1709.921727,72.465445,255,3624550907,1642512340,255,1135,44,0,3,1,1,1,1,2,1,1
1.128827,1,0,0,1,0,0,0,1,0,0,68195,612,64.668901,27,1,1864.134004,91.251688,255,1432512357,3826363096,255,1137,44,1,4,1,1,1,1,2,1,1
0.000009,0,1,0,0,0,1,0,0,1,0,114,0,111111.1072,0,0,0,0,0,0,0,0,57,0,0,28,17,17,17,28,17,28,1
0.858295,1,0,0,1,0,0,0,1,0,0,1894,844,24.467111,3,2,5348.842167,164.066328,255,2717021301,892280631,255,158,84,0,1,1,1,1,1,2,1,1
0.000003,0,1,0,1,0,0,0,0,1,0,1064,0,333333.3215,0,0,0,0,0,0,0,0,532,0,0,22,9,9,2,22,9,22,1
0.000005,0,1,0,0,0,1,0,0,1,0,114,0,200000.0051,0,0,0,0,0,0,0,0,57,0,0,34,33,33,17,34,33,34,1
0.000006,0,0,1,1,0,0,0,0,1,0,200,0,166666.6608,0,0,0,0,0,0,0,0,100,0,0,7,6,3,3,12,6,7,1
0.000003,0,1,0,0,0,1,0,0,1,0,114,0,333333.3215,0,0,0,0,0,0,0,0,57,0,0,17,17,17,17,17,18,17,1
0.000019,0,1,0,1,0,0,0,0,1,0,168,0,52631.58129,0,0,0,0,0,0,0,0,84,0,0,1,1,1,1,1,23,1,1
0.000008,0,1,0,0,0,1,0,0,1,0,114,0,125000.0003,0,0,0,0,0,0,0,0,57,0,0,28,18,17,17,28,18,28,1
